Num_Acc,lum,agg,int,atm,col,com,adr,lat,long,dep,date
201800050213,1,2,2,2.0,6.0,101.0,"12, QUAI FRANCOIS MITTER",48.86010,2.33333,750,2018-01-20 13:00:00
201800050217,5,2,2,1.0,3.0,101.0,RUE ETIENNE MARCEL,48.86530,2.34307,750,2018-01-30 18:35:00
201800050225,1,2,3,8.0,6.0,101.0,"224, RUE DE RIVOLI",48.86530,2.32728,750,2018-02-19 16:20:00
201800050240,1,2,2,1.0,3.0,101.0,"172, RUE DE RIVOLI",48.86270,2.33525,750,2018-04-06 15:40:00
201800050241,1,2,1,1.0,6.0,101.0,QUAI DES TUILERIES,48.86230,2.32551,750,2018-04-12 12:05:00
201800050252,1,2,2,2.0,3.0,101.0,"25, RUE DE LA REYNIE",48.86020,2.34826,750,2018-04-30 08:53:00
201800050255,1,2,2,1.0,3.0,101.0,RUE DE RIVOLI,48.85990,2.34395,750,2018-05-04 19:50:00
201800050257,2,2,2,1.0,3.0,104.0,QUAI HENRI IV,48.85080,2.36140,750,2018-05-09 17:15:00
201800050258,1,2,5,1.0,3.0,101.0,RUE DE RIVOLI,48.86040,2.34232,750,2018-05-12 14:00:00
201800050259,1,2,1,2.0,7.0,101.0,"14, QUAI DU LOUVRE",48.85870,2.34139,750,2018-05-12 16:00:00
201800050271,1,2,7,1.0,6.0,101.0,"93, RUE DE RIVOLI",48.86250,2.33607,750,2018-06-03 09:55:00
201800050274,1,2,1,1.0,6.0,109.0,"13, RUE NOTRE DAME DE LO",48.87760,2.33832,750,2018-06-12 19:00:00
201800050278,1,2,2,1.0,3.0,101.0,", RUE SAINT HONORE",48.86740,2.32619,750,2018-06-17 20:35:00
201800050285,1,2,2,1.0,3.0,101.0,"134, RUE DE RIVOLI",48.86010,2.34337,750,2018-06-29 21:00:00
201800050286,1,2,1,1.0,2.0,101.0,"234, RUE DE RIVOLI",48.86540,2.32697,750,2018-07-02 11:30:00
201800050289,1,2,1,1.0,6.0,101.0,"228, RUE DE RIVOLI",48.86510,2.32799,750,2018-07-06 18:05:00
201800050291,1,2,3,1.0,2.0,101.0,"194 BIS, RUE DE RIVOLI",48.86400,2.33134,750,2018-07-10 09:53:00
201800050295,1,2,2,1.0,3.0,101.0,RUE DE RIVOLI,48.86152,2.33916,750,2018-07-19 09:45:00
201800050299,1,2,7,1.0,6.0,101.0,PLACE DU CARROUSEL,48.86089,2.33181,750,2018-07-23 11:40:00
201800050302,1,2,3,1.0,3.0,102.0,BOULEVARD DE BONNE NOUVE,48.87047,2.34872,750,2018-08-01 12:40:00
201800050303,1,2,2,1.0,7.0,101.0,RUE ETIENNE MARCEL,48.86379,2.34935,750,2018-08-02 15:10:00
201800050306,1,2,4,1.0,6.0,101.0,BOULEVARD DE LA MADELEIN,48.86941,2.32546,750,2018-08-13 13:10:00
201800050313,5,2,2,1.0,3.0,109.0,RUE LA FAYETTE,48.879907,2.35947,750,2018-08-31 21:05:00
201800050315,1,2,1,1.0,3.0,103.0,RUE DE TURENNE,48.86449,2.36467,750,2018-09-06 11:40:00
201800050323,1,2,2,1.0,6.0,103.0,RUE BEAUBOURG,48.86000,2.35000,750,2018-09-29 13:20:00
201800050324,1,2,2,1.0,3.0,101.0,RUE DES PETITS CHAMPS,48.86730,2.33460,750,2018-09-30 11:35:00
201800050337,1,2,2,1.0,3.0,101.0,RUE DE RIVOLI,48.85854,2.34825,750,2018-11-17 12:00:00
201800050338,1,2,2,8.0,3.0,101.0,RUE COQ HERON,48.86400,2.34100,750,2018-11-22 09:05:00
201800050340,5,2,2,2.0,3.0,101.0,BOULEVARD DU PALAIS,48.85598,2.34635,750,2018-11-28 07:50:00
201800050341,1,2,1,8.0,6.0,101.0,RUE SAINT HONORE,48.86090,2.34519,750,2018-11-30 09:22:00
201800050343,1,2,3,2.0,6.0,101.0,RUE DE RIVOLI,48.85933,2.34524,750,2018-12-02 15:15:00
201800050355,1,2,7,8.0,3.0,102.0,"7, PLACE DE LA BOURSE",48.86870,2.34133,750,2018-02-01 15:30:00
201800050359,1,2,1,1.0,3.0,101.0,"19, RUE DU LOUVRE",48.86470,2.34275,750,2018-02-12 09:20:00
201800050370,2,2,2,3.0,3.0,102.0,"111, RUE REAUMUR",48.86820,2.34361,750,2018-05-28 19:20:00
201800050371,1,2,1,1.0,6.0,104.0,"27, RUE DE TURENNE",48.85640,2.36422,750,2018-06-12 19:23:00
201800050372,1,2,2,1.0,3.0,102.0,", BOULEVARD DE SEBASTOPO",48.86620,2.35251,750,2018-06-14 19:50:00
201800050373,1,2,1,1.0,3.0,103.0,"40, RUE PASTOURELLE",48.86310,2.35876,750,2018-06-16 13:50:00
201800050375,1,2,2,1.0,6.0,102.0,"10, RUE SAINT AUGUSTIN",48.86890,2.33667,750,2018-06-19 12:55:00
201800050381,1,2,2,1.0,6.0,102.0,RUE DE TURBIGO,48.80000,2.34000,750,2018-08-17 10:35:00
201800050385,1,2,3,1.0,6.0,102.0,RUE DUSSOUBS,48.866165,2.3491,750,2018-09-04 09:10:00
201800050388,1,2,3,8.0,7.0,103.0,BOULEVARD BEAUMARCHAIS,48.86066,2.36730,750,2018-09-21 09:25:00
201800050389,1,2,1,1.0,2.0,102.0,BOULEVARD SAINT DENIS,48.86947,2.35290,750,2018-09-27 13:20:00
201800050392,1,2,7,1.0,3.0,102.0,PLACE DE L OPERA,48.87024,2.33256,750,2018-10-05 17:30:00
201800050400,5,2,1,1.0,6.0,102.0,RUE DU MAIL,48.86665,2.34192,750,2018-11-02 20:40:00
201800050401,1,2,3,1.0,6.0,103.0,BOULEVARD BEAUMARCHAIS,48.85685,2.36797,750,2018-11-02 13:50:00
201800050409,1,2,1,1.0,6.0,103.0,RUE DES FILLES DU CALVAI,48.86230,2.36510,750,2018-12-13 09:00:00
201800050426,1,2,2,1.0,3.0,103.0,"13, RUE AUX OURS",48.86320,2.35164,750,2018-02-16 14:20:00
201800050429,5,2,2,2.0,3.0,103.0,", BOULEVARD DE SEBASTOPO",48.86340,2.35094,750,2018-03-07 07:00:00
201800050430,1,2,2,2.0,3.0,103.0,BOULEVARD DE SEBASTOPOL,48.86340,2.35094,750,2018-03-07 08:35:00
201800050436,5,2,2,1.0,3.0,103.0,"92, BOULEVARD DE SEBASTO",48.86620,2.35251,750,2018-03-29 06:40:00
201800050439,5,2,7,1.0,3.0,103.0,"23, PLACE DE LA REPUBLIQ",48.86800,2.36223,750,2018-04-05 20:40:00
201800050440,5,2,3,1.0,3.0,103.0,"53, RUE DE TURENNE",48.85810,2.36446,750,2018-04-06 22:00:00
201800050442,1,2,2,1.0,7.0,103.0,"167, RUE DU TEMPLE",48.86470,2.35967,750,2018-04-16 19:40:00
201800050451,1,2,1,1.0,2.0,103.0,"60, RUE VIEILLE DU TEMPL",48.85900,2.35922,750,2018-05-03 08:45:00
201800050452,1,2,7,1.0,3.0,103.0,"23, PLACE DE LA REPUBLIQ",48.86800,2.36223,750,2018-05-09 15:50:00
201800050453,2,2,3,1.0,3.0,104.0,"40, QUAI DES CELESTINS",48.85290,2.35896,750,2018-05-09 20:15:00
201800050454,1,2,2,8.0,3.0,103.0,"46, RUE DE BRETAGNE",48.86340,2.36151,750,2018-05-14 12:40:00
201800050459,5,2,2,1.0,3.0,103.0,"01, RUE DES ARCHIVES",48.86120,2.35819,750,2018-06-04 21:40:00
201800050466,1,2,3,1.0,2.0,103.0,"77, RUE DE TURBIGO",48.86640,2.36039,750,2018-07-03 12:50:00
201800050466,1,2,3,1.0,2.0,103.0,"77, RUE DE TURBIGO",48.86640,2.36039,750,2018-07-03 12:50:00
201800050468,1,2,1,1.0,2.0,103.0,RUE DU VERTBOIS,48.867114,2.357751,750,2018-07-18 20:15:00
201800050472,2,2,3,1.0,3.0,103.0,BOULEVARD BEAUMARCHAIS,48.86029,2.36704,750,2018-08-12 06:30:00
201800050473,1,2,2,1.0,6.0,104.0,RUE DES FRANCS BOURGEOIS,48.85731,2.36134,750,2018-08-15 14:15:00
201800050478,5,2,2,1.0,6.0,103.0,RUE DE TURENNE,48.85814,2.36444,750,2018-09-17 00:07:00
201800050481,1,2,2,1.0,6.0,103.0,RUE REAUMUR,48.86474,2.35934,750,2018-09-26 17:35:00
201800050484,5,2,3,1.0,6.0,103.0,BOULEVARD SAINT DENIS,48.86800,2.35500,750,2018-10-04 23:41:00
201800050490,1,2,1,8.0,6.0,103.0,RUE FROISSART,48.86163,2.36558,750,2018-10-22 14:20:00
201800050494,5,2,2,1.0,3.0,104.0,QUAI DES CELESTINS,48.85000,2.35000,750,2018-10-28 19:40:00
201800050494,5,2,2,1.0,3.0,104.0,QUAI DES CELESTINS,48.85000,2.35000,750,2018-10-28 19:40:00
201800050499,1,2,1,1.0,3.0,103.0,BOULEVARD DU TEMPLE,48.86491,2.365953,750,2018-11-06 14:14:00
201800050502,1,2,3,1.0,3.0,103.0,RUE DE TURENNE,48.86172,2.36467,750,2018-11-18 15:35:00
201800050506,5,2,4,2.0,3.0,101.0,RUE SAINT HONORE,48.86318,2.33552,750,2018-12-05 22:30:00
201800050509,1,2,5,1.0,3.0,103.0,RUE DE TURENNE,48.86000,2.37000,750,2018-12-18 16:35:00
201800050525,1,2,2,1.0,3.0,104.0,RUE DE RIVOLI,48.85750,2.35141,750,2018-02-02 09:55:00
201800050532,5,2,2,2.0,6.0,104.0,QUAI DE L HOTEL DE VILLE,48.85440,2.35494,750,2018-03-06 19:08:00
201800050535,1,2,1,1.0,6.0,103.0,"7, BOULEVARD SAINT MARTI",48.86810,2.36131,750,2018-03-23 10:45:00
201800050558,1,2,1,1.0,2.0,102.0,"87, RUE REAUMUR",48.86730,2.34774,750,2018-06-01 17:50:00
201800050561,1,2,2,8.0,6.0,104.0,"2, BOULEVARD DE SEBASTOP",48.85850,2.34820,750,2018-06-05 18:25:00
201800050569,1,2,3,1.0,6.0,102.0,"19, BOULEVARD SAINT DENI",48.86970,2.35262,750,2018-06-20 08:50:00
201800050571,1,2,3,1.0,6.0,104.0,"2, AVENUE VICTORIA",48.85680,2.35104,750,2018-06-29 08:45:00
201800050577,1,2,3,1.0,3.0,104.0,"57, RUE SAINT MARTIN",48.85900,2.35021,750,2018-07-04 06:50:00
201800050608,5,2,1,1.0,3.0,104.0,BOULEVARD DE SEBASTOPOL,48.86000,2.29000,750,2018-09-20 20:20:00
201800050609,1,2,2,1.0,1.0,101.0,BOULEVARD DU PALAIS,48.86000,2.33300,750,2018-10-04 18:35:00
201800050612,1,2,1,1.0,6.0,104.0,RUE DE LA CITE,43.60853,1.43589,750,2018-10-10 12:35:00
201800050615,1,2,2,1.0,6.0,104.0,RUE DES FRANCS BOURGEOIS,48.85640,2.36420,750,2018-10-16 16:50:00
201800050619,1,2,3,8.0,6.0,104.0,RUE DE RIVOLI,48.85821,2.34905,750,2018-10-29 14:10:00
201800050624,1,2,3,8.0,3.0,104.0,RUE DE RIVOLI,48.85692,2.35375,750,2018-11-16 07:45:00
201800050624,1,2,3,8.0,3.0,104.0,RUE DE RIVOLI,48.85692,2.35375,750,2018-11-16 07:45:00
201800050632,5,2,1,1.0,3.0,103.0,RUE DES FRANCS BOURGEOIS,48.857787,2.360391,750,2018-12-07 22:15:00
201800050634,1,2,1,1.0,6.0,104.0,RUE SAINT ANTOINE,48.85498,2.36106,750,2018-12-12 15:30:00
201800050655,1,2,1,2.0,6.0,105.0,"5, RUE BERTHOLLET",48.83980,2.34587,750,2018-01-30 13:10:00
201800050661,1,2,4,1.0,2.0,105.0,"100, RUE MONGE",48.83980,2.35131,750,2018-02-23 14:40:00
201800050666,1,2,7,2.0,6.0,105.0,"49, BOULEVARD SAINT MICH",48.84880,2.34172,750,2018-03-08 15:00:00
201800050675,1,2,7,2.0,6.0,105.0,"2, PLACE DE LA SORBONNE",48.84850,2.34280,750,2018-04-09 17:23:00
201800050684,1,2,2,1.0,6.0,105.0,"10, RUE BUFFON",48.84120,2.35596,750,2018-05-03 19:15:00
201800050695,1,2,1,1.0,3.0,105.0,"63, BOULEVARD SAINT MICH",48.84760,2.34094,750,2018-06-05 14:05:00
201800050697,1,2,2,1.0,6.0,105.0,"69, BOULEVARD SAINT GERM",48.85080,2.34548,750,2018-06-10 14:46:00
201800050701,1,2,2,1.0,3.0,105.0,"17, RUE MONGE",48.84810,2.35040,750,2018-06-19 19:05:00
201800050702,1,2,2,1.0,3.0,105.0,"55, QUAI DE LA TOURNELLE",48.85110,2.35127,750,2018-06-21 08:51:00
201800050706,5,2,3,1.0,2.0,105.0,"21, QUAI DE MONTEBELLO",48.85270,2.34762,750,2018-07-05 03:00:00
201800050708,1,2,2,1.0,6.0,105.0,"22, BOULEVARD SAINT MICH",48.85140,2.34314,750,2018-07-09 13:27:00
201800050713,1,2,3,1.0,2.0,105.0,RUE DES FOSSES SAINT BER,48.84890,2.35537,750,2018-07-25 10:50:00
201800050717,1,2,2,1.0,3.0,105.0,RUE DU PETIT PONT,48.852496,2.346474,750,2018-08-11 12:25:00
201800050719,1,2,2,1.0,3.0,105.0,BOULEVARD DE PORT ROYAL,48.837275,2.346275,750,2018-09-03 11:40:00
201800050722,5,2,2,1.0,6.0,105.0,PONT DE SULLY,48.84947,2.35682,750,2018-09-09 00:45:00
201800050728,1,2,4,1.0,3.0,105.0,RUE MONGE,48.84831,2.35044,750,2018-09-18 16:56:00
201800050731,1,2,1,1.0,3.0,105.0,BOULEVARD DE PORT ROYAL,48.837275,2.346275,750,2018-10-01 18:21:00
201800050737,1,2,2,1.0,3.0,105.0,BOULEVARD SAINT GERMAIN,48.85000,2.34000,750,2018-10-15 08:35:00
201800050738,1,2,3,1.0,6.0,105.0,RUE DE LA MONTAGNE SAINT,48.84000,2.34000,750,2018-10-15 18:25:00
201800050747,1,2,2,2.0,6.0,105.0,RUE DES ECOLES,48.84800,2.35000,750,2018-11-12 10:45:00
201800050750,1,2,7,1.0,3.0,105.0,RUE SAINT JACQUES,48.84940,2.34479,750,2018-11-24 13:45:00
201800050751,1,2,4,8.0,6.0,105.0,RUE SAINT JACQUES,48.84400,2.34100,750,2018-11-29 09:30:00
201800050756,5,2,4,1.0,2.0,106.0,"82, RUE D ASSAS",48.84430,2.33299,750,2018-01-17 21:30:00
201800050758,1,2,5,1.0,3.0,106.0,"1, RUE DU CHERCHE MIDI",48.85210,2.32976,750,2018-01-24 17:12:00
201800050768,2,2,2,8.0,6.0,106.0,"58, RUE DE VAUGIRARD",48.84870,2.33263,750,2018-03-16 20:00:00
201800050772,1,2,2,1.0,2.0,106.0,"108, BOULEVARD DU MONTPA",48.84200,2.32960,750,2018-04-09 08:45:00
201800050774,1,2,2,1.0,3.0,106.0,"112, BOULEVARD RASPAIL",48.84520,2.32855,750,2018-04-12 09:30:00
201800050775,1,2,1,1.0,2.0,106.0,"80, RUE DE RENNES",48.85070,2.33027,750,2018-04-14 17:20:00
201800050776,1,2,1,1.0,3.0,106.0,"03, AVENUE DE L OBSERVAT",48.84380,2.33751,750,2018-04-19 09:30:00
201800050778,1,2,1,1.0,2.0,106.0,"119, RUE DE RENNES",48.84760,2.32746,750,2018-05-08 15:30:00
201800050781,1,2,3,1.0,3.0,106.0,"9, QUAI MALAQUAIS",48.85770,2.33536,750,2018-05-24 17:52:00
201800050794,1,2,7,1.0,2.0,106.0,PLACE SAINT SULPICE,48.85100,2.33300,750,2018-09-04 11:10:00
201800050795,5,2,3,1.0,3.0,106.0,RUE D ASSAS,48.84232,2.33490,750,2018-09-07 22:15:00
201800050801,1,2,2,1.0,3.0,106.0,RUE DE VAUGIRARD,48.84600,2.32400,750,2018-09-20 10:50:00
201800050802,5,2,4,1.0,3.0,106.0,RUE DE RENNES,48.84733,2.32682,750,2018-09-24 23:30:00
201800050804,5,2,4,1.0,3.0,106.0,RUE HAUTEFEUILLE,48.85097,2.34100,750,2018-09-27 21:02:00
201800050811,1,2,2,1.0,3.0,106.0,RUE DE RENNES,48.00000,2.32800,750,2018-10-25 14:08:00
201800050819,5,2,2,1.0,6.0,106.0,RUE DE VAUGIRARD,48.84000,2.33000,750,2018-12-13 18:11:00
201800050821,2,2,5,8.0,3.0,107.0,"52, RUE DU BAC",48.85600,2.32588,750,2018-01-12 16:00:00
201800050830,1,2,7,3.0,3.0,107.0,RUE DE GRENELLE,48.85840,2.31365,750,2018-02-03 14:40:00
201800050845,1,2,1,2.0,3.0,107.0,AVENUE JOSEPH BOUVARD,48.85720,2.29927,750,2018-03-17 12:05:00
201800050851,2,2,4,1.0,3.0,107.0,"207, BOULEVARD SAINT GER",48.85630,2.32545,750,2018-03-29 07:00:00
201800050861,1,2,1,1.0,1.0,107.0,PORT DU GROS CAILLOU,48.86300,2.30966,750,2018-04-06 19:05:00
201800050861,1,2,1,1.0,1.0,107.0,PORT DU GROS CAILLOU,48.86300,2.30966,750,2018-04-06 19:05:00
201800050868,1,2,2,7.0,3.0,107.0,AVENUE DE TOURVILLE,48.85400,2.30953,750,2018-04-24 09:22:00
201800050877,2,2,3,1.0,3.0,107.0,RUE DE VARENNE,48.85540,2.31803,750,2018-05-07 20:30:00
201800050885,1,2,2,1.0,3.0,107.0,"200, BOULEVARD SAINT GER",48.85480,2.32918,750,2018-06-12 14:15:00
201800050892,1,2,3,1.0,3.0,107.0,"109, RUE SAINT DOMINIQUE",48.85950,2.30628,750,2018-06-22 09:10:00
201800050893,1,2,3,1.0,3.0,107.0,QUAI BRANLY,48.85750,2.29103,750,2018-06-22 11:15:00
201800050894,1,2,3,1.0,3.0,107.0,QUAI D ORSAY,48.86280,2.31163,750,2018-06-25 16:05:00
201800050901,5,2,3,1.0,3.0,106.0,RUE DES GRANDS AUGUSTINS,48.85440,2.34068,750,2018-07-05 22:05:00
201800050916,1,2,2,1.0,3.0,107.0,QUAI BRANLY,48.855335,2.289254,750,2018-08-08 18:40:00
201800050923,1,2,1,1.0,2.0,107.0,QUAI ANATOLE FRANCE,48.862029,2.320799,750,2018-09-04 11:40:00
201800050925,1,2,2,1.0,3.0,107.0,AVENUE DU MARECHAL GALLI,48.86110,2.31316,750,2018-09-07 17:00:00
201800050931,1,2,2,1.0,3.0,107.0,BOULEVARD SAINT GERMAIN,48.850017,2.349436,750,2018-09-26 08:50:00
201800050936,1,2,1,1.0,2.0,107.0,QUAI D ORSAY,48.86289,2.31643,750,2018-10-12 17:32:00
201800050939,1,2,2,1.0,3.0,108.0,PONT DE LA CONCORDE,48.00000,2.31997,750,2018-10-26 12:00:00
201800050940,1,2,2,1.0,3.0,107.0,RUE DES SAINTS PERES,48.85257,2.32917,750,2018-10-26 13:55:00
201800050953,5,2,2,1.0,3.0,107.0,RUE DES SAINTS PERES,48.85698,2.33215,750,2018-12-04 18:40:00
201800050958,1,2,2,2.0,3.0,107.0,PLACE DE L ECOLE MILITAI,48.854375,2.305786,750,2018-12-09 11:25:00
201800050971,1,2,1,1.0,3.0,108.0,PLACE DE LA CONCORDE,48.86640,2.32347,750,2018-01-08 09:35:00
201800051017,1,2,1,1.0,3.0,108.0,"26, RUE CAMBACERES",48.87380,2.31770,750,2018-03-16 09:00:00
201800051056,1,2,2,1.0,2.0,108.0,"6, RUE DU FAUBOURG SAINT",48.86840,2.32324,750,2018-04-25 13:30:00
201800051063,1,2,1,1.0,2.0,108.0,"272, RUE DU FAUBOURG SAI",48.87770,2.29857,750,2018-05-08 11:30:00
201800051069,1,2,3,1.0,3.0,108.0,"30, AVENUE DE WAGRAM",48.87670,2.29716,750,2018-05-11 14:00:00
201800051073,1,2,1,8.0,3.0,108.0,"36, AVENUE GEORGE V",48.86920,2.30107,750,2018-05-16 10:25:00
201800051082,2,2,7,3.0,3.0,108.0,PLACE DE L ALMA,48.86440,2.30185,750,2018-05-28 19:30:00
201800051087,1,2,3,1.0,3.0,108.0,"116, AVENUE DES CHAMPS E",48.87200,2.30045,750,2018-05-31 18:30:00
201800051093,1,2,7,1.0,2.0,108.0,PLACE DE RIO DE JANEIRO,48.87750,2.30971,750,2018-06-05 20:20:00
201800051096,1,2,3,1.0,3.0,108.0,"100, RUE LA BOETIE",48.87220,2.30905,750,2018-06-08 11:01:00
201800051132,1,2,7,1.0,3.0,108.0,"4, PLACE DE LA CONCORDE",48.86660,2.32190,750,2018-07-02 13:55:00
201800051135,1,2,2,1.0,2.0,108.0,RUE DE MIROMESNIL,48.87290,2.31595,750,2018-07-04 09:25:00
201800051141,1,2,1,1.0,2.0,108.0,AVENUE DES CHAMPS ELYSEE,48.86730,2.31523,750,2018-07-09 17:10:00
201800051151,1,2,1,1.0,2.0,108.0,AVENUE DES CHAMPS ELYSEE,48.871285,2.302859,750,2018-07-19 15:15:00
201800051176,1,2,7,1.0,3.0,108.0,PLACE DE LA CONCORDE,48.86625,2.32115,750,2018-08-31 19:30:00
201800051187,1,2,2,7.0,3.0,108.0,BOULEVARD HAUSSMANN,48.87505,2.30903,750,2018-09-11 19:00:00
201800051196,1,2,4,1.0,3.0,108.0,RUE DE ROME,48.87425,2.32583,750,2018-09-18 10:30:00
201800051218,1,2,1,1.0,6.0,108.0,BOULEVARD MALESHERBES,48.88000,2.31300,750,2018-10-04 16:25:00
201800051233,2,2,4,1.0,2.0,108.0,RUE DE SAINT PETERSBOURG,48.88300,2.32600,750,2018-10-17 18:20:00
201800051236,5,2,7,1.0,6.0,108.0,PLACE DE LA CONCORDE,48.87000,2.32000,750,2018-10-18 20:45:00
201800051274,1,2,1,1.0,7.0,108.0,AVENUE PERCIER,48.874429,2.314421,750,2018-12-02 13:10:00
201800051292,5,2,7,1.0,3.0,108.0,PLACE DE LA CONCORDE,48.86680,2.32186,750,2018-12-20 19:00:00
201800051311,1,2,7,1.0,6.0,109.0,"8, PLACE DE L OPERA",48.87070,2.33257,750,2018-02-04 15:00:00
201800051327,1,2,3,3.0,3.0,109.0,"46, BOULEVARD HAUSSMANN",48.87360,2.32832,750,2018-03-27 12:05:00
201800051330,5,2,2,1.0,6.0,109.0,"41, AVENUE TRUDAINE",48.88120,2.34250,750,2018-03-28 19:45:00
201800051333,1,2,2,1.0,6.0,109.0,", RUE LA FAYETTE",48.87530,2.34171,750,2018-04-06 14:50:00
201800051355,1,2,4,1.0,6.0,109.0,"31, RUE LA FAYETTE",48.87410,2.33724,750,2018-06-07 17:40:00
201800051363,1,2,1,1.0,6.0,109.0,"83, RUE LA FAYETTE",48.87690,2.34767,750,2018-06-19 14:20:00
201800051366,1,2,1,7.0,3.0,109.0,"42, RUE D AMSTERDAM",48.87830,2.32692,750,2018-07-03 08:00:00
201800051373,1,2,1,1.0,6.0,109.0,RUE SAINT LAZARE,48.87684,2.33476,750,2018-07-18 12:10:00
201800051380,1,2,1,1.0,3.0,109.0,RUE SAINT LAZARE,48.876721,2.332669,750,2018-08-13 09:58:00
201800051391,1,2,3,1.0,6.0,109.0,RUE DES MARTYRS,48.87372,2.34010,750,2018-09-16 14:00:00
201800051392,1,2,1,1.0,6.0,109.0,RUE DE PROVENCE,48.87000,2.32000,750,2018-09-17 16:10:00
201800051396,5,2,2,1.0,6.0,104.0,BOULEVARD DE SEBASTOPOL,48.80038,2.34946,750,2018-09-22 00:45:00
201800051400,1,2,4,1.0,6.0,109.0,BOULEVARD HAUSSMANN,48.875058,2.316341,750,2018-10-05 09:50:00
201800051408,1,2,2,1.0,3.0,109.0,BOULEVARD DE MAGENTA,48.88357,2.34945,750,2018-11-02 11:45:00
201800051415,1,2,1,2.0,6.0,109.0,RUE LA FAYETTE,48.879907,2.35947,750,2018-11-28 09:40:00
201800051415,1,2,1,2.0,6.0,109.0,RUE LA FAYETTE,48.879907,2.35947,750,2018-11-28 09:40:00
201800051422,1,2,2,1.0,6.0,109.0,RUE LA FAYETTE,48.87609,2.34434,750,2018-12-18 11:24:00
201800051431,5,2,1,8.0,6.0,110.0,"18, RUE DE SAMBRE ET MEU",48.87510,2.37077,750,2018-01-12 18:05:00
201800051444,5,2,1,2.0,6.0,110.0,"14, RUE DU FAUBOURG SAIN",48.87050,2.35303,750,2018-02-14 19:15:00
201800051447,5,2,2,1.0,3.0,110.0,"101, RUE DU FAUBOURG SAI",48.87370,2.35826,750,2018-02-16 19:00:00
201800051461,1,2,4,1.0,3.0,110.0,"1, RUE DE COMPIEGNE",48.87930,2.35334,750,2018-03-16 09:07:00
201800051474,1,2,3,1.0,3.0,110.0,"79, RUE DU FAUBOURG SAIN",48.87260,2.35769,750,2018-04-11 10:55:00
201800051482,1,2,2,1.0,3.0,110.0,"191, RUE LA FAYETTE",48.88060,2.36196,750,2018-05-04 09:15:00
201800051490,1,2,3,1.0,6.0,110.0,"189, RUE SAINT MAUR",48.87140,2.37229,750,2018-05-16 13:45:00
201800051496,1,2,4,1.0,6.0,110.0,"09, BOULEVARD DE LA VILL",48.87250,2.37623,750,2018-05-24 19:50:00
201800051497,1,2,1,1.0,2.0,110.0,"24, BOULEVARD DE BONNE N",48.87020,2.35032,750,2018-05-25 10:34:00
201800051502,1,2,2,1.0,3.0,110.0,"115, RUE DU FAUBOURG SAI",48.87370,2.35826,750,2018-05-30 09:15:00
201800051508,1,2,5,8.0,3.0,110.0,"68, BOULEVARD DE STRASBO",48.87490,2.35731,750,2018-06-13 18:08:00
201800051509,1,2,5,1.0,6.0,110.0,BOULEVARD DE STRASBOURG,48.87490,2.35731,750,2018-06-13 20:15:00
201800051511,1,2,2,1.0,6.0,110.0,"83, QUAI DE VALMY",48.87290,2.36370,750,2018-06-16 14:40:00
201800051516,5,2,2,1.0,3.0,110.0,"34, BOULEVARD DE MAGENTA",48.87150,2.36032,750,2018-06-21 02:00:00
201800051517,1,2,1,1.0,3.0,110.0,"79, QUAI DE VALMY",48.87240,2.36408,750,2018-06-21 09:30:00
201800051518,1,2,1,1.0,6.0,110.0,"20, RUE DU FAUBOURG POIS",48.87250,2.34790,750,2018-06-21 14:20:00
201800051523,1,2,1,1.0,2.0,110.0,"6, RUE SAINT LAURENT",48.87550,2.35850,750,2018-06-26 08:45:00
201800051528,1,2,1,1.0,2.0,110.0,"28, BOULEVARD DE BONNE N",48.87030,2.34990,750,2018-07-04 16:50:00
201800051529,1,2,1,1.0,2.0,110.0,"10, BOULEVARD DE MAGENTA",48.86940,2.36217,750,2018-07-11 18:20:00
201800051530,1,2,2,1.0,3.0,110.0,"62, BOULEVARD DE MAGENTA",48.87370,2.35826,750,2018-07-11 20:15:00
201800051530,1,2,2,1.0,3.0,110.0,"62, BOULEVARD DE MAGENTA",48.87370,2.35826,750,2018-07-11 20:15:00
201800051535,1,2,1,2.0,6.0,110.0,RUE DU FAUBOURG SAINT MA,48.88279,2.36704,750,2018-07-20 18:15:00
201800051539,5,2,1,1.0,6.0,110.0,RUE LOUIS BLANC,48.881277,2.364651,750,2018-07-26 21:25:00
201800051540,5,2,1,1.0,2.0,110.0,RUE DU CHATEAU D EAU,48.86000,2.28000,750,2018-07-28 04:00:00
201800051547,1,2,3,1.0,6.0,110.0,RUE LA FAYETTE,48.88251,2.36883,750,2018-08-19 10:00:00
201800051552,5,2,1,1.0,3.0,110.0,BOULEVARD DE LA CHAPELLE,48.88645,2.35109,750,2018-08-27 22:20:00
201800051554,1,2,7,1.0,6.0,110.0,RUE DU FAUBOURG SAINT MA,48.87989,2.36384,750,2018-08-31 18:20:00
201800051555,1,2,4,1.0,6.0,110.0,BOULEVARD DE MAGENTA,48.87562,2.35654,750,2018-09-02 14:45:00
201800051556,1,2,1,1.0,4.0,110.0,QUAI DE VALMY,48.87028,2.36571,750,2018-09-05 17:30:00
201800051562,1,2,1,1.0,6.0,110.0,RUE SAINT MAUR,48.87306,2.37988,750,2018-09-09 15:10:00
201800051564,2,2,3,8.0,2.0,110.0,BOULEVARD DE STRASBOURG,48.87280,2.35871,750,2018-09-13 19:50:00
